Post ID,Comment,Post themes,Background sound / audio,Harm score,Explanation
C9i0KXdMCwU,The white set is linked in my bio under “TikToks” you will see the cover of this video!😊,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Self-promotional but relevant. Informative and kind.
C9i0KXdMCwU,Why would you say that.. liuk what did I do..,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Playful dramatic comment — likely acting along with the video’s tone.
C9i0KXdMCwU,No socks 🤮,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.5,Judgmental reaction to outfit detail — mildly disrespectful.
C9i0KXdMCwU,Where do you buy the little red heart in the shoe laces?,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Polite and specific question. Clearly respectful.
C9i0KXdMCwU,second girls @?,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,User is asking for a tag — harmless intent.
C9i0KXdMCwU,Lmk when this go viral,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Positive and playful encouragement. Supportive tone.
C9i0KXdMCwU,Marry me,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Light-hearted proposal — clearly affectionate.
C9i0KXdMCwU,The only people who care are lacking,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Generalized criticism. Slightly dismissive tone.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Simple one-word prompt — neutral.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Duplicate prompt — same, no harm."
C9i0KXdMCwU,They cute,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Casual, warm compliment. Positive tone."
C9i0KXdMCwU,Best one 😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughing praise — fits comedic context.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral repeat prompt. Not harmful.
C9i0KXdMCwU,😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughter emojis — positive and appropriate for humorous content.
C9i0KXdMCwU,You girls look really cute 😃😃🍩🌹😚,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Warm compliment with cheerful emojis. Very supportive.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Simple reply prompt — neutral tone.
C9i0KXdMCwU,🤣🤣🤣🎉,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Joyful emojis that celebrate the post. Supportive.
C9i0KXdMCwU,Furry pink hair,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Neutral observation, likely referring to hairstyle. Not harmful."
C9i0KXdMCwU,😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Duplicate emoji reaction — positive tone.
C9i0KXdMCwU,W last name,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Slang 'W' stands for 'win' — a compliment. Supportive.
C9i0KXdMCwU,😂😂😂👏,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughter and clapping emojis — joyful tone.
C9i0KXdMCwU,I looked it up. The top is 84 dollars and the skirt is 98- aka not a cheap set,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Informative and factual — possibly helpful. No harm.
C9i0KXdMCwU,Caption is so real,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Affirms the caption’s relatability. Supportive tone.
C9i0KXdMCwU,😂😂😂😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughter emojis — joyful reaction. Supportive tone.
C9i0KXdMCwU,That shoes comes dirty from factory,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Clarifying fact about fashion. Helpful and respectful.
C9i0KXdMCwU,😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laugh emoji — clearly positive and appropriate.
C9i0KXdMCwU,Its evolving,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Casual statement likely about the fashion evolution. Playful tone.
C9i0KXdMCwU,Nice Golden Goose’s.  Or is Geese? 🔥,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Playful wordplay and fire emoji. Admiring tone.
C9i0KXdMCwU,😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,More laughter — appropriate and harmless.
C9i0KXdMCwU,😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Single laugh emoji — joyful and supportive.
C9i0KXdMCwU,What’s the second girl @,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Tag request — respectful and curious.
C9i0KXdMCwU,Is this chris Tyson,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Question based on resemblance. Neutral tone.
C9i0KXdMCwU,😂😂chill,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Playful tone suggesting amusement. Harmless.
C9i0KXdMCwU,😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughter emojis — positive and joyful tone.
C9i0KXdMCwU,It's funny because we all know this actually happens.,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Relatable humor with positive emojis. Supportive and kind.
C9i0KXdMCwU,this was funny if they ended it after the first clip,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,"Constructive critique, but mildly dismissive in tone."
C9i0KXdMCwU,🔥👏,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Fire and applause emojis — celebratory and affirming.
C9i0KXdMCwU,Abercrombie and fit,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Playful wordplay on brand name. Compliment implied.
C9i0KXdMCwU,🚩🚩🚩🚩🚩,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Red flags emoji used vaguely — implies something wrong. Mildly negative.
C9i0KXdMCwU,😂😂😂😂😂 dis 2 funny dawgggg,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughter and slang — playful and clearly supportive.
C9i0KXdMCwU,Blonde girl is pretty tho 😍,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Compliment directed toward one girl. Flirty but kind.
C9i0KXdMCwU,Bro what😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Ambiguous comment — could be light mockery. Mildly dismissive.
C9i0KXdMCwU,Why was it catchy tho,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Playful reaction — surprise mixed with admiration. Supportive tone.
C9i0KXdMCwU,😂😂😂😂 wtf,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Laughter mixed with 'wtf' — could be interpreted as mocking or confused judgment.
C9i0KXdMCwU,Furry pink hair😭😭😭😭😭,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Possibly teasing a hairstyle — crying emojis add a tone of mockery. Mildly disrespectful.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral one-word prompt — not harmful.
C9i0KXdMCwU,Gud damn.,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Admiring tone assumed in casual slang. Supportive.
C9i0KXdMCwU,Like omg Becky,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Pop culture reference — playful and harmless.
C9i0KXdMCwU,The beat being off is funny to me 😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Comments on editing in a light-hearted way. Not critical of people.
C9i0KXdMCwU,I take both ❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Flirty or admiring tone — positive and non-judgmental.
C9i0KXdMCwU,womans...👏why😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,Ambiguous phrase — could come off as mocking women. Slightly dismissive.
C9i0KXdMCwU,Those eyes tho 🔥,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Compliment with fire emoji. Admiring tone — clearly supportive.
C9i0KXdMCwU,First female is gorgeous😍,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Direct compliment — positive and respectful.
DEiC_lUPaxy,😍😍,"Woman, home decoration","Yes, pop song",0,Expressive heart-eyes emoji — fully positive in tone.
DEiC_lUPaxy,😍😍😍😍😍,"Woman, home decoration","Yes, pop song",0,Longer version of the same supportive emoji. No harm.
DEiC_lUPaxy,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0,Pure use of heart emojis — appreciative and kind.
DEiC_lUPaxy,🖤😍,"Woman, home decoration","Yes, pop song",0,Emoji combination suggesting love and admiration. Not harmful.
DEiC_lUPaxy,🔥🔥🔥❤️❤️❤️😍😍😍😍,"Woman, home decoration","Yes, pop song",0,Multiple supportive emojis — positive and uplifting.
DEiC_lUPaxy,❤️,"Woman, home decoration","Yes, pop song",0,A single heart emoji conveying support. Harmless.
DEiC_lUPaxy,❤️❤️❤️❤️,"Woman, home decoration","Yes, pop song",0,Repeated heart emojis are a typical way to show love or support.
DEiC_lUPaxy,Yes please,"Woman, home decoration","Yes, pop song",0,'Yes please' shows excitement or agreement in a respectful way.
DFV1a3cNGqc,Insta isn’t even a tenth of the truth. Love your content,"Inspirational quote, study desk",No,0,The comment reflects agreement and praise — supports the creator’s message.
DFV1a3cNGqc,This is such a clever visual of this message. It really helps the message to sink in! x,"Inspirational quote, study desk",No,0,Constructive appreciation for the visual storytelling. Very supportive.
C9i0KXdMCwU,Burger King hair?! 😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.5,Hair insult framed as a joke. Disrespectful and mocking.
C9i0KXdMCwU,I want the first one she gotta get some type of treatment😂😍,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Affectionate praise. Very supportive tone.
C9i0KXdMCwU,Nice,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Generic compliment — clearly positive.
C9i0KXdMCwU,😂😂😂😂😂😂😂😂😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laughter emojis — joyful reaction to comedy.
C9i0KXdMCwU,🤣😂🤣😂🥲😂🤣😂🤣😂🤣😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Emoji-based expression of amusement. Supportive tone.
C9i0KXdMCwU,White girls are literally from heaven,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.75,Racialized idealization — problematic and exclusionary.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral prompt — no harmful tone.
C9i0KXdMCwU,Ppl purchase those sneaker 👟 like that 😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Humorous comment about sneakers. Not harmful.
C9i0KXdMCwU,Why would she even say that n she had on them ??? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.75,Disrespectful tone with mocking insult. Rude and personal.
C9i0KXdMCwU,Controversy creates the engagement,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Meta-commentary on controversy. Neutral observation.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral one-word prompt. No harm implied.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Duplicate neutral reply — no negativity.
C9i0KXdMCwU,😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Emoji laughter — fits comedic post tone. Positive.
C9i0KXdMCwU,You’re so lucky you live in Texas☹️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Light envy about location — friendly tone.
C9i0KXdMCwU,It’s snowing in August,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Casual observation, likely humorous. No negative intent."
C9i0KXdMCwU,You girls are to fine to be fighting.  Kiss and make-up 😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Flirty but supportive — playful encouragement.
C9i0KXdMCwU,Ohhhh goodness gracious... 🔥🔥🔥,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Strong positive reaction using emojis. Clearly admiring.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral prompt — not harmful.
C9i0KXdMCwU,@goldengooseshoes most uncomfortable,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Brand critique, not personal — respectful tone."
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Another neutral reply — not problematic.
C9i0KXdMCwU,😍😍😍,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Admiring emojis. Clearly supportive and affectionate.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral one-word reply prompt. Not harmful.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Duplicate neutral prompt. Still harmless.
C9i0KXdMCwU,Why  ppl take things so seriously,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Reflecting on reactions — not directed at creator. Neutral tone.
C9i0KXdMCwU,@peachaykeen,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,User tagging another person — not harmful or negative.
C9i0KXdMCwU,This is great,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Clear statement of praise. Positive tone.
C9i0KXdMCwU,Burger King hair?,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.5,Hair-related insult disguised as joke — mocking and disrespectful.
C9i0KXdMCwU,I hope y'all have made up and are friends again.,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Encouraging words — positive intent implied.
C9i0KXdMCwU,2nd is beautiful,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Respectful compliment toward a specific person. Positive.
C9i0KXdMCwU,Girl what lash serum do u useee!!!!!!!!!!!!!,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Excited beauty-related inquiry — admiring tone. Supportive.
C9i0KXdMCwU,Y'all are stunning,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Direct and enthusiastic compliment — very supportive.
C9i0KXdMCwU,😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Laugh emoji in comedy context — harmless.
C9i0KXdMCwU,😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Duplicate laugh emoji — positive tone.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral one-word prompt — no negativity.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Repeat of above — still neutral.
C9i0KXdMCwU,Hi👋 morgan your level is very high 🌹,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Friendly compliment with supportive emojis. Kind tone.
C9i0KXdMCwU,白人真的好容易破防了啦😢🙄🤣,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.75,Dismissive generalization based on race — culturally insensitive and mocking.
C9i0KXdMCwU,Love the fit ❤️🔥 so cute so pretty❤️🔥 🥰 love,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Overflowing praise with heart and flame emojis. Very supportive.
C9i0KXdMCwU,Bro the way she said wait why did u say that u can tell she’s a pick me,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Engaging with video content in a fun way. Positive reaction.
C9i0KXdMCwU,😮,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,"Surprise emoji — neutral tone, no negative implication."
C9i0KXdMCwU,❤️ PLEASEEEE SLOANNN ILY SMM AND MY PARENTS COULDNT GET ME THEM FOR CHRISTMAS ILYYY ❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Enthusiastic and supportive fan message. Very kind tone.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Single heart emoji — a universally positive gesture.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Same as above — kind and warm.
C9i0KXdMCwU,❤️❤️❤️❤️❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Multiple hearts express admiration. Harmless and affectionate.
C9i0KXdMCwU,❤️❤️❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Repetition of supportive emojis. No negativity.
C9i0KXdMCwU,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Intense emoji admiration — very positive in tone.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,One heart — classic expression of support. No harm.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Repeated heart — again harmless and affirming.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Emoji-based love — neutral to kind expression.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,No negativity — fully positive in intent.
C9i0KXdMCwU,❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Single heart emoji — universally positive and kind.
C9i0KXdMCwU,❤️❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Double hearts — stronger expression of support.
C9i0KXdMCwU,❤️❤️❤️❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Overflowing heart emojis — very affirming tone.
C9i0KXdMCwU,The first one makes me mad😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,"Laugh emojis soften the tone, but still expresses irritation. Slightly dismissive."
C9i0KXdMCwU,Can’t understand s single word from the muddled mouth no show🥂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.25,"Critical of sound clarity. Mildly negative, not directed at the person."
C9i0KXdMCwU,Are women born with the ability to absolutely roast tf out of each other?,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Hyperbolic admiration — playful and very supportive.
C9i0KXdMCwU,she looks like a pick me and no one cares that it’s barbie,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.75,Accusatory tone and appearance-shaming. Undermining and unkind.
C9i0KXdMCwU,Funny asf. 😂😂😂😂,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Positive response to humor. Clearly supportive.
C9i0KXdMCwU,Golden goose🤩,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Excited brand reference. Supportive tone.
C9i0KXdMCwU,Dirty shoes and cheap little set💀,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.75,Judgmental of outfit and appearance. Mocking and disrespectful.
C9i0KXdMCwU,Bend over and STICK IT IN ! Bend over and stick it in !!!!,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",1,Sexually explicit and inappropriate comment — highly offensive.
C9i0KXdMCwU,Such a cute little thing,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Warm compliment — supportive and harmless.
C9i0KXdMCwU,Nice now try it with real Golden Goose,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0.5,Backhanded comment suggesting the outfit is fake. Dismissive tone.
C9i0KXdMCwU,I don’t think the first girl was being rude. She was just getting revenge.,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Supportive defense of someone’s tone — affirms intent.
C9i0KXdMCwU,Reply,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Neutral reply prompt — no harm.
C9i0KXdMCwU,Tea shade clocked lol love yall ❤️❤️,"Girls, friends, trend, comedy, skit, outfit","Yes, normal voice, background music",0,Playful slang with affectionate tone and emojis. Supportive.
DFV1a3cNGqc,love this and u❤️,"Inspirational quote, study desk",No,0,A positive and affectionate message toward the creator. Harmless and kind.
DFV1a3cNGqc,"Adore you, always keeping it real! ❤️","Inspirational quote, study desk",No,0,Praise for authenticity — encouraging and respectful.
DFV1a3cNGqc,"Love what you're saying. That being said though, and also frustrates me because it reminds me of how I have to size down the image of any photo I take so that way it could fit into the post for Instagram which inferiorates me when I'm trying to post the full picture of something, and I just have to accept that some corners of the image will have to be cut 😂😂😂","Inspirational quote, study desk",No,0,Introduces a constructive point with respectful tone. No harm implied.
DFV1a3cNGqc,"Keep it real,Appreciate you!","Inspirational quote, study desk",No,0,Direct appreciation of the creator's message. Fully supportive.
DFV1a3cNGqc,☺️ hope you’re doing well x,"Inspirational quote, study desk",No,0,Warm and friendly message — caring and harmless.
DEXoUALN6E_,I choose you❤️,"Girl, Inspirational quote, kindness","Yes, instrumental music",0,An affectionate message implying connection or love. Not harmful.
DEXoUALN6E_,100% 🔥,"Girl, Inspirational quote, kindness","Yes, instrumental music",0,Short affirmation and enthusiasm — fully supportive.
DEXoUALN6E_,I Choose You Too ❤️,"Girl, Inspirational quote, kindness","Yes, instrumental music",0,Echoes positivity from a previous comment. Kind and reinforcing.
DEXoUALN6E_,1 like,"Girl, Inspirational quote, kindness","Yes, instrumental music",0,Neutral comment likely tied to engagement. No offense detected.
DFLpKTPv1L-,Too nice?!?!? That was the feedback? Wow they really don’t know you guys then 😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,"Supportive defense of the creator — tone is frustrated at others, but not harmful to the subject of the post."
DFLpKTPv1L-,Indian make brands and academy I will be your first student I already do henna would love to do make up,"Men, couple, personal experience","Yes, normal voice",0,Playful exaggeration suggesting admiration. Supportive and humorous.
DFLpKTPv1L-,"I think the two of you need a Netflix series on just your life! You are both amazing, and I'd definitely binge watch!","Men, couple, personal experience","Yes, normal voice",0,"Suggests they are entertaining enough for TV. A warm, lighthearted compliment."
DFLpKTPv1L-,"You guys don’t give mean or messy vibes at all, but why do you have to have messy drama if it’s about makeup? I def think you have your audience who will watch/support.","Men, couple, personal experience","Yes, normal voice",0,Praises their positive presence — very kind and affirming.
DFLpKTPv1L-,Not National Geographic 😂,"Men, couple, personal experience","Yes, normal voice",0,Likely referencing an in-video joke. Lighthearted and non-offensive.
DFLpKTPv1L-,@karanjoharhook them up on@disneyplushotstar🙌,"Men, couple, personal experience","Yes, normal voice",0,Supportive shoutout with a humorous suggestion. Positive tone.
DFLpKTPv1L-,Cute .. cute .. cute .. so cute how he just randomly leans his face on your head .. you guys r soo cute ❤️,"Men, couple, personal experience","Yes, normal voice",0,Repeated 'cute' conveys admiration. No sign of mockery.
DFLpKTPv1L-,😂❤️,"Men, couple, personal experience","Yes, normal voice",0,"Laugh and heart emoji — light, affectionate tone."
DFLpKTPv1L-,❤️❤️❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,String of hearts — universal signal of support and love.
DFLpKTPv1L-,Please Do the series of “Aditya do my makeup” In US & Canada❤️😍love your videos💕,"Men, couple, personal experience","Yes, normal voice",0,Excited suggestion showing appreciation and interest in content. Very supportive.
DFLpKTPv1L-,😂😂😂,"Men, couple, personal experience","Yes, normal voice",0,Laugh emojis show joy or amusement. No negative intent.
DFLpKTPv1L-,❤️❤️❤️❤️❤️,"Men, couple, personal experience","Yes, normal voice",0,Emoji-only comment expressing love — fully positive.
DFLpKTPv1L-,"Love it, being too nice makes harder too! Not many will agree but it’s a fact🙌","Men, couple, personal experience","Yes, normal voice",0,Shares agreement and a personal experience — kind and empathetic.
DFLpKTPv1L-,❤️❤️😂,"Men, couple, personal experience","Yes, normal voice",0,Emojis reflecting joy and love — friendly tone.
DFLpKTPv1L-,@netflixare you listening?!!! we need real life series on their lives. Bring it on!,"Men, couple, personal experience","Yes, normal voice",0,Excited suggestion for a streaming series — very supportive.
DFLpKTPv1L-,@hulucome on!! You can make this happen.,"Men, couple, personal experience","Yes, normal voice",0,Another enthusiastic appeal for a show. Positive and harmless.
DFLpKTPv1L-,Continue to be AMAZING... DON'T change ❤️,"Men, couple, personal experience","Yes, normal voice",0,Encouraging the creators to stay authentic — uplifting.
DFLpKTPv1L-,Would be really interesting to see u guys on Netflix...@netflix_in@netflix,"Men, couple, personal experience","Yes, normal voice",0,Expression of support and interest. Respectful and curious.
DFLpKTPv1L-,I ‘ll be following till forever❤️,"Men, couple, personal experience","Yes, normal voice",0,Declaration of ongoing support — very kind.
DFLpKTPv1L-,Too nice?,"Men, couple, personal experience","Yes, normal voice",0,Poses a question based on the video’s content — neutral and respectful.
DFLpKTPv1L-,@netflixplease make this happen!!!!!!!!!,"Men, couple, personal experience","Yes, normal voice",0,Public encouragement to Netflix — enthusiastic but positive.
